,mutualInformationInputs,deltaInMutualInformationNeuronsPerNoise
0,"[[0.00000000e+00]
 [1.48009589e-05]
 [5.80766538e-05]
 [1.28254251e-04]
 [2.23903922e-04]
 [3.43723215e-04]
 [4.86523644e-04]
 [6.51219113e-04]
 [8.36815886e-04]
 [1.04240384e-03]
 [1.26714884e-03]
 [1.51028598e-03]
 [1.77111371e-03]
 [2.04898857e-03]
 [2.34332055e-03]
 [2.65356897e-03]
 [2.97923878e-03]
 [3.31987730e-03]
 [3.67507119e-03]
 [4.04444390e-03]
 [4.42765321e-03]
 [4.82438913e-03]
 [5.23437192e-03]
 [5.65735041e-03]
 [6.09310035e-03]
 [6.54142306e-03]
 [7.00214408e-03]
 [7.47511202e-03]
 [7.96019756e-03]
 [8.45729242e-03]
 [8.96630857e-03]
 [9.48717744e-03]
 [1.00198492e-02]
 [1.05642923e-02]
 [1.11204926e-02]
 [1.16884533e-02]
 [1.22681940e-02]
 [1.28597510e-02]
 [1.34631763e-02]
 [1.40785379e-02]
 [1.47059191e-02]
 [1.53454187e-02]
 [1.59971506e-02]
 [1.66612440e-02]
 [1.73378430e-02]
 [1.80271068e-02]
 [1.87292099e-02]
 [1.94443418e-02]
 [2.01727073e-02]
 [2.09145267e-02]
 [2.16700360e-02]
 [2.24394869e-02]
 [2.32231474e-02]
 [2.40213019e-02]
 [2.48342517e-02]
 [2.56623152e-02]
 [2.65058286e-02]
 [2.73651463e-02]
 [2.82406413e-02]
 [2.91327062e-02]
 [3.00417535e-02]
 [3.09682165e-02]
 [3.19125500e-02]
 [3.28752314e-02]
 [3.38567614e-02]
 [3.48576653e-02]
 [3.58784937e-02]
 [3.69198243e-02]
 [3.79822627e-02]
 [3.90664442e-02]
 [4.01730353e-02]
 [4.13027352e-02]
 [4.24562781e-02]
 [4.36344347e-02]
 [4.48380150e-02]
 [4.60678704e-02]
 [4.73248964e-02]
 [4.86100355e-02]
 [4.99242807e-02]
 [5.12686788e-02]
 [5.26443343e-02]
 [5.40524140e-02]
 [5.54941514e-02]
 [5.69708527e-02]
 [5.84839019e-02]
 [6.00347683e-02]
 [6.16250134e-02]
 [6.32562997e-02]
 [6.49304000e-02]
 [6.66492085e-02]
 [6.84147526e-02]
 [7.02292076e-02]
 [7.20949125e-02]
 [7.40143888e-02]
 [7.59903628e-02]
 [7.80257906e-02]
 [8.01238885e-02]
 [8.22881689e-02]
 [8.45224834e-02]
 [8.68310743e-02]]","[[-4.08726386e-11]
 [ 1.48009537e-05]
 [ 5.80766835e-05]
 [ 1.28254257e-04]
 [ 2.23903934e-04]
 [ 3.43725346e-04]
 [ 4.86525922e-04]
 [ 6.51221538e-04]
 [ 8.36818411e-04]
 [ 1.04240637e-03]
 [ 1.26715127e-03]
 [ 1.51028829e-03]
 [ 1.77111590e-03]
 [ 2.04899064e-03]
 [ 2.34332249e-03]
 [ 2.65357079e-03]
 [ 2.97924048e-03]
 [ 3.31987887e-03]
 [ 3.67507265e-03]
 [ 4.04444523e-03]
 [ 4.42765442e-03]
 [ 4.82439021e-03]
 [ 5.23437288e-03]
 [ 5.65735124e-03]
 [ 6.09310106e-03]
 [ 6.54142365e-03]
 [ 7.00214454e-03]
 [ 7.47511236e-03]
 [ 7.96019776e-03]
 [ 8.45729250e-03]
 [ 8.96630852e-03]
 [ 9.48717727e-03]
 [ 1.00198489e-02]
 [ 1.05642919e-02]
 [ 1.11204921e-02]
 [ 1.16884526e-02]
 [ 1.22681933e-02]
 [ 1.28597503e-02]
 [ 1.34631757e-02]
 [ 1.40785373e-02]
 [ 1.47059185e-02]
 [ 1.53454181e-02]
 [ 1.59971484e-02]
 [ 1.66612418e-02]
 [ 1.73378411e-02]
 [ 1.80271067e-02]
 [ 1.87292099e-02]
 [ 1.94443418e-02]
 [ 2.01727074e-02]
 [ 2.09145269e-02]
 [ 2.16700363e-02]
 [ 2.24394850e-02]
 [ 2.32231455e-02]
 [ 2.40213000e-02]
 [ 2.48342497e-02]
 [ 2.56623136e-02]
 [ 2.65058271e-02]
 [ 2.73651447e-02]
 [ 2.82406397e-02]
 [ 2.91327045e-02]
 [ 3.00417517e-02]
 [ 3.09682146e-02]
 [ 3.19125481e-02]
 [ 3.28752294e-02]
 [ 3.38567594e-02]
 [ 3.48576632e-02]
 [ 3.58784915e-02]
 [ 3.69198220e-02]
 [ 3.79822604e-02]
 [ 3.90664419e-02]
 [ 4.01730329e-02]
 [ 4.13027328e-02]
 [ 4.24562756e-02]
 [ 4.36344322e-02]
 [ 4.48380124e-02]
 [ 4.60678676e-02]
 [ 4.73248935e-02]
 [ 4.86100325e-02]
 [ 4.99242776e-02]
 [ 5.12686755e-02]
 [ 5.26443309e-02]
 [ 5.40524105e-02]
 [ 5.54941478e-02]
 [ 5.69708490e-02]
 [ 5.84838981e-02]
 [ 6.00347644e-02]
 [ 6.16250094e-02]
 [ 6.32562956e-02]
 [ 6.49303959e-02]
 [ 6.66492043e-02]
 [ 6.84147483e-02]
 [ 7.02292032e-02]
 [ 7.20949070e-02]
 [ 7.40143833e-02]
 [ 7.59903572e-02]
 [ 7.80257849e-02]
 [ 8.01238827e-02]
 [ 8.22881630e-02]
 [ 8.45224773e-02]
 [ 8.68310681e-02]]"
